Gatenavn,Kommentar,Dato,Tidpunkt,lat,lon
HOFFSJEF LØVENSKIOLDS VEI,Hele,17.04.2023,07.00-19.00,59.9302997,10.6457473
HOFFSVEIEN,Monolitveien-Sørkedalsveien,19.04.2023,07.00-19.00,59.9298608,10.6761924
HOFFSVEIEN,se kart,19.04.2023,07.00-19.00,59.9298608,10.6761924
HOLBERGS GATE,St Olavs Gate – Pilestredet,09.05.2023,19.00-07.00,59.9192019,10.7344809
HOLBERGS GATE,Pilestredet – Stensberggata,24.04.2023,07.00-19.00,59.9192019,10.7344809
HOLBERGS PLASS,Hele,09.05.2023,19.00-07.00,59.9193379,10.7342297
HOLGERSLYSTVEIEN,Hele,19.05.2023,07.00-19.00,59.9226651,10.6542541
HOLLENDERGATA,Schweigaards Gate – Grønlandsleiret,12.05.2023,07.00-19.00,59.9100197,10.7664293
HOLMBOES GATE,Bogstadveien – Majorstuveien,17.04.2023,07.00-19.00,59.9251358,10.720921
HOLMENDAMMEN TERRASSE,Hele,12.05.2023,07.00-19.00,59.9486225,10.6782658
HOLMENENGA,Hele,12.05.2023,07.00-19.00,59.9483726,10.6772551
HOLMENGRENA,Hele,10.05.2023,07.00-19.00,59.9476798,10.6673627
HOLMENHAUGEN,Hele,10.05.2023,07.00-19.00,59.9519622,10.6651761
HOLMENKOLLEN KAP,P-plass,23.04.2023,19.00-07.00,59.9628446,10.6645917
HOLMENKOLLVEIEN,Ankerveien-Sørkedalsveien,19.04.2023,19.00-07.00,59.9581333,10.6727826
HOLMENKOLLVEIEN,Fra Ankerveien -,27.04.2023,19.00-07.00,59.9581333,10.6727826
HOLMENSLETTA,Hele,10.05.2023,07.00-19.00,59.9504354,10.6642441
HOLMENVEIEN,Hele,02.05.2023,07.00-19.00,59.9437416,10.6960586
HOLMESTRANDGATA,Sarpsborggata – Maridalsveien,09.05.2023,07.00-19.00,59.9425275,10.76025
HOLMLIA SENTER VEI,Hele,25.04.2023,07.00-19.00,59.8351224,10.7959205
HOLMLIAVEIEN,Hele,26.04.2023,19.00-07.00,59.8363054,10.7968108
HOLSTEINVEIEN,Hele,05.05.2023,07.00-19.00,59.9602866,10.742625
HOLSTEINVEIEN,Hele,08.05.2023,07.00-19.00,59.9602866,10.742625
HOLSTS GATE,Valdres Gata – Sandakerveien,04.05.2023,07.00-19.00,59.9316155,10.7610351
HOLTEGATA,Briskebyveien – Bogstadveien,13.04.2023,19.00-07.00,59.9219889,10.720201
HOLTEGATA,Over Mur Briskebyveien – Uranienborgveien,18.04.2023,07.00-19.00,59.9219889,10.720201
HOLTEGATA,Briskebyveien – President Harbitz` Gate,19.04.2023,07.00-19.00,59.9219889,10.720201
HOLTEGATA,Holtegt Plan 2 – Skovveien V/Ur.Borg Kirke,19.04.2023,07.00-19.00,59.9219889,10.720201
HOLTEGATA,Trapp V/Lallakroken,27.04.2023,07.00-19.00,59.9219889,10.720201
HOLTEGATA,Holtegt Plan 2 – Josefines Gt V/Ur.Borg Kirke,27.04.2023,07.00-19.00,59.9219889,10.720201
HOLTVEIEN,Hele,14.04.2023,07.00-19.00,59.8768151,10.7852774
HOMANSBAKKEN,"P-Plass V/Pilestredet, Bak Holdeplass",19.04.2023,07.00-19.00,59.9239159,10.7304901
HOMANSBAKKEN,Pilestredet – Ende V/Skoleport,19.04.2023,07.00-19.00,59.9239159,10.7304901
HOPPVEIEN,Hele,02.05.2023,07.00-19.00,59.8969957,10.8545479
HORTENGATA,Uelandsgate – Drøbakgata,26.04.2023,07.00-19.00,59.9390246,10.7509921
HOSPITSVEIEN,til Jerpefaret,22.05.2023,07.00-19.00,59.9690561,10.6597965
HOVFARET,Hele,25.05.2023,07.00-19.00,59.9257575,10.6771182
HOVINVEIEN,Økernveien – Grenseveien,04.05.2023,19.00-07.00,59.9197996,10.7864489
HOVSETERVEIEN,Hele,10.05.2023,07.00-19.00,59.9491331,10.653439
HUITFELDTS GATE,Munkedamsveien – Lassons Gate,13.04.2023,07.00-19.00,59.9131461,10.7235309
HUITFELDTS GATE,Henrik Ibsens Gate – Lassons Gate,14.04.2023,07.00-19.00,59.9131461,10.7235309
HUK AVENY,Bygdøy Kapellvei – Dronningen,08.05.2023,07.00-19.00,59.9044846,10.6867633
HUK TERRASSE,Museumsvn – Ende Blindvei,08.05.2023,07.00-19.00,59.9063643,10.6906597
HUKENVEIEN,Hele,08.05.2023,19.00-07.00,59.9724252,10.8740697
HULDREVEIEN,Hele,16.05.2023,07.00-19.00,59.9620926,10.6944667
HUMLEVEIEN,Hele,05.05.2023,07.00-19.00,59.9492018,10.7443854
HUSBYVEIEN,Hele,25.05.2023,07.00-19.00,59.9138688,10.7522454
HUSEBYBAKKEN,Hele,25.04.2023,07.00-19.00,59.9350949,10.6694879
HUSEBYGRENDA,Hele,02.05.2023,07.00-19.00,59.9425472,10.66774
HYGGEVEIEN,Hele,18.04.2023,07.00-19.00,59.8812291,10.7971356
HYLLVEIEN,Hele,24.05.2023,07.00-19.00,59.9246699,10.6919269
HÅKONS GATE,Åkebergveien – Ende,05.05.2023,07.00-19.00,59.9101019,10.7765682
HÅKONS GATE,P-Plass Åkerbergveien – Enden,05.05.2023,07.00-19.00,59.9101019,10.7765682
HÅVALDS VEI,Hele,18.04.2023,07.00-19.00,59.8852543,10.8024417
HØGDAVEIEN,Hele,09.05.2023,07.00-19.00,59.8872016,10.8132537
HØGDEFARET,Hele,20.04.2023,07.00-19.00,59.8886671,10.77968
HØGTUNVEIEN,Hele,25.04.2023,07.00-19.00,59.9493621,10.9086484
HØGÅSVEIEN,Hele,26.04.2023,07.00-19.00,59.8301189,10.8051134
HØLANDSGATA,Brinken – Ullernsakergata,15.05.2023,07.00-19.00,59.9097456,10.7815161
HØVLERIVEIEN,Hele,10.05.2023,07.00-19.00,59.9205472,10.8263101
HØYBRÅTEN IDRETT,P-Plass,13.04.2023,19.00-07.00,59.94561770000001,10.9125389
HØYBRÅTEN IDRETT,P-plass,23.04.2023,19.00-07.00,59.94561770000001,10.9125389
HØYBRÅTENVEIEN,Hele,03.05.2023,19.00-07.00,59.9446984,10.9246809
HØYDALSVEIEN,Hele,26.04.2023,07.00-19.00,59.8341364,10.8098938
HØYENHALLSVINGEN,Hele,03.05.2023,07.00-19.00,59.9042999,10.8164018
HØYENHALLVEIEN,Hele,03.05.2023,07.00-19.00,59.9034612,10.8142879
IDAS VEI,Hele,05.05.2023,07.00-19.00,59.9499293,10.9436231
IDRETTSVEIEN,Hele,25.04.2023,07.00-19.00,59.9474887,10.9159
IDUNS GATE,Maridalsveien – Fredensborgveien,12.05.2023,07.00-19.00,59.9201365,10.7503996
ILAGATA,Trapp V/Hermann Foss Gate,24.04.2023,07.00-19.00,59.9289727,10.7468326
ILAGATA,Evald Ryghs Gate – Hermann Foss Gate,25.04.2023,07.00-19.00,59.9289727,10.7468326
INDUSTRIGATA,Fagerborggata – Løvenskiolds Gate,13.04.2023,19.00-07.00,59.9261115,10.7203232
INGA BJØRNSONS VEI,P-Plass,20.04.2023,19.00-07.00,59.9678074,10.9298094
INGA BJØRNSONS VEI,Hele,02.05.2023,07.00-19.00,59.9678074,10.9298094
INGAR NILSENS VEI,Drammensveien – Ende,17.04.2023,07.00-19.00,59.9210909,10.6917382
INGEBORGS GATE,Strømsveien – Danmarks Gate,12.05.2023,07.00-19.00,59.9082113,10.7872356
INGEBRET ANDERSENS VEI,Hele,24.04.2023,07.00-19.00,59.9529098,10.8626044
INGEGJERDS VEI,Bygdøy Allé – Olav Kyrres Gate,13.04.2023,07.00-19.00,59.9185088,10.6925774
INGELBRECHT KNUDSSØNS GATE,Schultz` Gate – Industrigata,19.04.2023,07.00-19.00,59.9275361,10.7221267
INGES GATE,Konows Gate – Ende,28.04.2023,07.00-19.00,59.9030351,10.776719
INGIERS VEI,Hele,13.04.2023,07.00-19.00,59.8512558,10.7887735
INKOGNITO TERRASSE,Colbjørnsens Gate – Ende Blindvei,27.04.2023,07.00-19.00,59.9162993,10.719421
INKOGNITOGATA,Henrik Ibsens Gate – Riddervoldsgate,13.04.2023,19.00-07.00,59.9179121,10.7221434
INKOGNITOGATA,Riddervolds Gate – Uranienborgvn,27.04.2023,07.00-19.00,59.9179121,10.7221434
INNFARTSPARKERING GRORUD,P-Plass,20.04.2023,19.00-07.00,59.9602745,10.8845862
INNSPURTEN,Grensveien – Vallhall,07.05.2023,19.00-07.00,59.9163501,10.80406
IRISVEIEN,Hele,05.05.2023,07.00-19.00,59.9504209,10.7424864
ISDAMMEN ÅRVOLL,P-Plass Isdammen,16.04.2023,19.00-07.00,59.95574549999999,10.8237416
ISLANDS GATE,Sveriges Gate – Hjaltlandsgata,12.05.2023,07.00-19.00,59.9076201,10.7904371
IVAR AASENS VEI,Hele,18.04.2023,07.00-19.00,59.9415676,10.7076551
IVAR KNUTSONS VEI,Gangvei,24.04.2023,07.00-19.00,59.869287,10.7966238
IVAR WELLES VEI,Hele,21.04.2023,07.00-19.00,59.9125532,10.8532051
IVER OLSENS VEI,Hele,26.04.2023,07.00-19.00,59.9472918,10.7915008
IVER OLSENS VEI,Hele,28.04.2023,07.00-19.00,59.9472918,10.7915008
JACOB AALLS GATE,Professor Dahls Gate – Valkyriegata,17.04.2023,07.00-19.00,59.9294011,10.7194335
JACOB AALLS GATE,Valkyriegata – Suhms Gate,20.04.2023,07.00-19.00,59.9294011,10.7194335
JACOB AALLS GATE,Suhms Gate – Fagerborggata,10.05.2023,07.00-19.00,59.9294011,10.7194335
JACOB FAYES VEI,Hele,21.04.2023,07.00-19.00,59.9032001,10.6741617
JACOB HANSENS VEI,Hele,20.04.2023,07.00-19.00,59.940948,10.7026745
JACOBINE RYES VEI,Hele,02.05.2023,07.00-19.00,59.9644244,10.9188868
JACOBKIRKENS FRIOMRÅDE,Hausmanns Gate – Torggata,03.05.2023,07.00-19.00,59.9333639,10.637958
JANSBERGVEIEN,Hele,11.05.2023,07.00-19.00,59.9625652,10.7464992
JARBAKKEN,Hele,10.05.2023,07.00-19.00,59.9547808,10.6553492
JARLEGATA P-PLASS,Schweigaardsgate – Klostergata,28.04.2023,07.00-19.00,59.90856239999999,10.7748869
JARLSBORGVEIEN,Hele,25.05.2023,07.00-19.00,59.9301548,10.6723612
JEGERVEIEN,Hele,16.05.2023,07.00-19.00,59.9523413,10.7039855
JENS BJELKES GATE,Trapp V/Schublers Gate,12.05.2023,07.00-19.00,59.9155383,10.7690535
JENS BJELKES GATE,Tøyengata – Sexesgate (Plan 2),15.05.2023,07.00-19.00,59.9155383,10.7690535
JENS BJELKES GATE,Trapp V/ Tøyengata,15.05.2023,07.00-19.00,59.9155383,10.7690535
JENS BJELKES GATE,Rathkes Gate – Trondheimsveien,12.05.2023,07.00-19.00,59.9155383,10.7690535
JENS BJELKES GATE,Vahls Gate – Tøyengata,18.04.2023,07.00-19.00,59.9155383,10.7690535
JENS BJELKES GATE,Vahls Gate – Lakkegata,27.04.2023,19.00-07.00,59.9155383,10.7690535
JENS BJELKES GATE,(60-81) Sørligata – Kjølberggata,05.05.2023,19.00-07.00,59.9155383,10.7690535
JENSMESSVEIEN,Hele,02.05.2023,07.00-19.00,59.9438248,10.6759232
JEPPES VEI,Hele,10.05.2023,07.00-19.00,59.9467165,10.6519059
JERIKOVEIEN,Sam Eydes-Lindebergveien,10.05.2023,19.00-07.00,59.9370953,10.8899773
JERIKOVEIEN,Sam Eydes-Trimmen,11.05.2023,19.00-07.00,59.9370953,10.8899773
JERNBANEVEIEN,Smalvollveien-Østensjøveien,26.04.2023,19.00-07.00,59.9111288,10.8256593
JERNKROKEN,Hele,04.05.2023,19.00-07.00,59.9536236,10.8932749
JERPEFARET,Hele,23.05.2023,07.00-19.00,59.9699521,10.6489576
JERUSALEM BRO,Treshows Gate – Sandakerveien,03.05.2023,07.00-19.00,59.93948179999999,10.7667002
JESS CARLSENS GATE,Osterhausgata – Hausmanns Gate,12.05.2023,07.00-19.00,59.9182782,10.7517439
JOHAN CASTBERGS VEI,Hele,04.05.2023,07.00-19.00,59.9210654,10.8669613
JOHAN EVJES VEI,Hele,05.05.2023,07.00-19.00,59.9061959,10.824548
JOHAN HIRSCH` VEI,Hele,03.05.2023,07.00-19.00,59.8998089,10.8080705
JOHAN SCHARFFENBERGS VEI,Skullerudveien – Skullerudbakken,25.04.2023,19.00-07.00,59.8674836,10.8386741
JOHAN SCHARFFENBERGS VEI,Skullerudveien – Snuplass,10.05.2023,07.00-19.00,59.8674836,10.8386741
JOHAN SELMERS GATE,J K Johansens V – Johan Svendsens Gt,09.05.2023,07.00-19.00,59.9341783,10.7733472
JOHAN SVENDSENS GATE,Nordkappgata – Hegermanns Gate,04.05.2023,19.00-07.00,59.9347594,10.7722656
JOHAN SVERDRUPS VEI,Hele,12.05.2023,07.00-19.00,59.9340075,10.8113161
JOHANNES BRUNS GATE,Thereses Gate – Eugenies Gate,10.05.2023,07.00-19.00,59.928794,10.7355977
JOHN BRANDTS VEI,Hele,08.05.2023,07.00-19.00,59.9592171,10.7292794
JOHN COLLETTS ALLÈ,Hele,21.04.2023,07.00-19.00,59.9448811,10.7397142
JOHN G. MATTESONS VEI,Hele,04.05.2023,07.00-19.00,59.891731,10.8534424
JOHNNY SVORKMOS VEI,Hele,05.05.2023,07.00-19.00,59.9577805,10.9359678
JOLLY KRAMER-JOHANSENS GATE,Johan Selmers Gate – Ende/Gangvei,26.04.2023,07.00-19.00,59.9344081,10.7753943
JOMFRUBRÅTVEIEN,Jomfrustien – snuplass,19.04.2023,07.00-19.00,59.8887796,10.7746426
JOMFRUBRÅTVEIEN,Ekebergveien – Jomfrustien,20.04.2023,07.00-19.00,59.8887796,10.7746426
JOMFRUSTIEN,Hele,20.04.2023,07.00-19.00,59.8871282,10.7741925
JON SMESTADS VEI,Hele,25.04.2023,07.00-19.00,59.9378098,10.6801107
JONAS DAHLS VEI,Hele,26.05.2023,07.00-19.00,59.9209493,10.6434593
JONAS REINS GATE,Kirkeveien – Jacob Aalls Gate,15.05.2023,07.00-19.00,59.9324627,10.7262311
JONSOKVEIEN,Hele,20.04.2023,07.00-19.00,59.893381,10.7923519
JONSRUDVEIEN,Hele,24.05.2023,07.00-19.00,59.9249685,10.6937902
JORDAL,Idrettsanlegg,03.05.2023,07.00-19.00,59.9105133,10.7839723
JORINES VEI,Hele,05.05.2023,07.00-19.00,59.9506466,10.9297542
JOSEFINES GATE,Uranienborgvn – Pilestredet,13.04.2023,19.00-07.00,59.9229296,10.7259262
JOSEFINES GATE,Ur.Borgvn – Ukjent Gt V/Uranienborg Kirke,27.04.2023,07.00-19.00,59.9229296,10.7259262
JOTUNVEIEN,Hele,18.04.2023,07.00-19.00,59.8820763,10.8016928
JUPITERVEIEN,Hele,04.05.2023,07.00-19.00,59.9548554,10.7869779
JØRGEN LØVLANDS GATE,Rosenhoffgata – Konghellegata,03.05.2023,07.00-19.00,59.9291882,10.775772
JØRGEN MOES GATE,Industrigata – Holtegata,27.04.2023,07.00-19.00,59.9218981,10.7181586
JØRNSLØKKVEIEN,Hele,08.05.2023,07.00-19.00,59.8942061,10.8449191
JØTULVEIEN,Hele,03.05.2023,07.00-19.00,59.9138688,10.7522454
KAARE RØDDES PLASS,Tore Hund – Ansgar Sørlies Vei,02.05.2023,07.00-19.00,59.920073,10.7850814
KAIEKROKEN,Karihaugvn. – Snuplass,27.04.2023,07.00-19.00,59.9374856,10.8966362
KAKKELOVNSKROKEN,Hele,24.04.2023,07.00-19.00,59.9509902,10.8559488
KALBAKKFARET,Hele,21.04.2023,07.00-19.00,59.9479684,10.8625873
KALBAKKSLYNGEN,Hele,19.04.2023,07.00-19.00,59.948386,10.8674664
KALBAKKSTUBBEN,Hele,19.04.2023,07.00-19.00,59.9493811,10.8678568
KALBAKKVEIEN,Hele,20.04.2023,19.00-07.00,59.953171,10.8726021
KAMPEN PARK,Trapp Bøgata – Økernveien,15.05.2023,07.00-19.00,59.9150065,10.7798618
KAMPEN PARK,Bøgata – Økernveien,03.05.2023,07.00-19.00,59.9150065,10.7798618
KAMPENGATA,Normannsgata – Brinken,15.05.2023,07.00-19.00,59.9124902,10.7806038
KAMPHEIMVEIEN,Hele,02.05.2023,07.00-19.00,59.8953612,10.8453128
KANSLERGATA,Saxegaardsgt – Ende Middelalderparken,11.05.2023,07.00-19.00,59.9049436,10.7657433
KAPELVEIEN,Hele,26.04.2023,07.00-19.00,59.9138688,10.7522454
KAPTEIN OPPEGAARDS VEI,Hele,25.04.2023,07.00-19.00,59.8645821,10.8112624
KAREN PLATOUS VEI,Hele,28.04.2023,07.00-19.00,59.9675027,10.9146554
KARIHAUGVEIEN,Hele,09.05.2023,19.00-07.00,59.9397556,10.9105508
KARISTUVEIEN,Hele,24.04.2023,07.00-19.00,59.8711876,10.8016549
KARL ANDERSENS VEI,Hele,05.05.2023,07.00-19.00,59.9411844,10.9269047
KARL FLODS VEI,Hele,27.04.2023,07.00-19.00,59.9558053,10.8739789
KARL FOSSUMS VEI,Hele,28.04.2023,07.00-19.00,59.9607267,10.9267263
KARL FOSSUMSVEI,P-Plass,16.04.2023,19.00-07.00,59.9607992,10.926876
KARL STAAFFS VEI,Hele,18.04.2023,07.00-19.00,59.9193739,10.8132068
KARLSRUDVEIEN,Hele,21.04.2023,07.00-19.00,59.8776751,10.8028911
KARLSTADGATA,Københavngata – Snippen/Verksgata,12.05.2023,07.00-19.00,59.9243023,10.7652072
KAROLINERVEIEN,Hele,08.05.2023,07.00-19.00,59.9322168,10.9263453
KASAVEIEN,Hele,11.05.2023,19.00-07.00,60.0052959,10.7688137
KASTANJEVEIEN,Hele,26.04.2023,07.00-19.00,59.9516533,10.781238
KASTELLVEIEN,Solveien-Vingolfveien,13.04.2023,07.00-19.00,59.8676072,10.7880114
KASTELLVEIEN,Solveien – Ekebergveien,14.04.2023,07.00-19.00,59.8676072,10.7880114
KEYSERS GATE,Akersgata – Pilestredet,09.05.2023,19.00-07.00,59.9168278,10.7427534
KIERSCHOWS GATE,Kirkeveien – Kristiansands Gate,23.04.2023,19.00-07.00,59.9370162,10.7485315
KIKKUTVEIEN,Hele,04.05.2023,07.00-19.00,59.9564299,10.7949207
KILDALS VEI,Hele,03.05.2023,07.00-19.00,59.9036018,10.8096068
KILDEVEIEN,Årrundveien-Årvollveien,17.04.2023,07.00-19.00,59.9477488,10.8118816
KILDEVEIEN,Årvollveien-Selvbyggerveien,17.04.2023,07.00-19.00,59.9477488,10.8118816
KINGOS GATE,Waldemar Thranes Gate – Ende.,04.05.2023,07.00-19.00,59.9292131,10.7510348
KIRKEBAKKEN,Hele,18.04.2023,07.00-19.00,59.88414,10.7878272
KIRKEGÅRDSBAKKEN,Hele,26.04.2023,07.00-19.00,59.9544469,10.7752791
KIRKESVINGEN,Hele,03.05.2023,07.00-19.00,59.9570489,10.886055
KIRKEVEIEN,Halvdan Svartes Gate – Valkyriegata,19.04.2023,19.00-07.00,59.9313014,10.7218634
KIRKEVEIEN,Tåsenveien – Valkyriegata,25.04.2023,19.00-07.00,59.9313014,10.7218634
KIRKEÅSVEIEN,,18.04.2023,07.00-19.00,59.8823493,10.7909802
KIRSEBÆRLUNDEN,Finnmarksgata – Økernveien,03.05.2023,07.00-19.00,59.9158523,10.7755188
KITTEL-NIELSENS VEI,Hele,25.04.2023,07.00-19.00,59.8634349,10.8011816
KJELSÅSLØKKA,Hele,04.05.2023,07.00-19.00,59.9621755,10.7798729
KJELSÅSVEIEN,Maridalsveien-Grefsenveien (Buss/taxi plass),23.04.2023,19.00-07.00,59.9561579,10.7889332
KJELSÅSVEIEN,Myrerskogveien- Ring 3,25.04.2023,19.00-07.00,59.9561579,10.7889332
KJELSÅSVEIEN,Fra Myrerskogveien,09.05.2023,07.00-19.00,59.9561579,10.7889332
KJETILS VEI,Hele,09.05.2023,07.00-19.00,59.9632268,10.7862359
KJÆRLIGHETSSTIEN,Maridalsvn – Telthusbakken G/S Vei,20.04.2023,07.00-19.00,59.8791737,10.7761179
KJÆRLIGHETSSTIEN,Trapp V/Damstredet/Fredensborgveien,20.04.2023,07.00-19.00,59.8791737,10.7761179
KJØLBERGGATA,Trapp V/Undergang Til Tøyensenteret,27.04.2023,19.00-07.00,59.9123292,10.7772639
KJØLBERGGATA,Hele,27.04.2023,19.00-07.00,59.9123292,10.7772639
KLAUS TORGÅRDSVEI,fra rundkjøringen til Sognsveien,13.04.2023,19.00-07.00,59.9486943,10.7233757
KLEIVA,Hele,26.04.2023,07.00-19.00,59.9427546,10.9294213
KLEMETSRUDVEIEN,Hele,26.04.2023,19.00-07.00,59.8413613,10.8333278
KLINKERVEIEN,Hele,08.05.2023,07.00-19.00,59.9010241,10.8402981
KLOKKERGATA,Uelands Gate – S. Jaab. V + Blindvei,04.05.2023,07.00-19.00,59.9326041,10.7503497
KLOSTERGATA,Jarlegata – St. Halvards Gate,11.05.2023,07.00-19.00,59.9076998,10.7728414
KLOSTERHEIMVEIEN,Hele,10.05.2023,07.00-19.00,59.9141364,10.8193851
KLØFTERHAGEN,Hele,27.04.2023,07.00-19.00,59.9335035,10.8911717
KLØVERVEIEN,Hele,05.05.2023,07.00-19.00,59.9495579,10.7471128
KNEIKA,Hele,13.04.2023,07.00-19.00,59.8516592,10.7863053
KNUD BRYNS VEI,Hele,24.04.2023,19.00-07.00,59.9270413,10.8224799
KNUD GRAAHS GATE,Hans N. Hauges Gate – Brettevilles Gt,25.04.2023,07.00-19.00,59.9396526,10.7751598
KNUD KNUDSENS PLASS,Hele Plassen (Ullevålsvn X Geitmyrsvn),24.04.2023,07.00-19.00,59.9243961,10.7400973
KNUD ØYENS VEI,Hele,14.04.2023,07.00-19.00,59.8504642,10.7954071
KNUT ALVSSONS VEI,Trondheimsveien – Sinsenterrassen,03.05.2023,07.00-19.00,59.9335602,10.7798794
KNUT VALSTADS VEI,Hele,04.05.2023,07.00-19.00,59.8872259,10.850117
KOLDRUPS VEI,Hele,28.04.2023,07.00-19.00,59.9442805,10.7932037
KOLSTADGATA,Økernveien / Hagegata – Sigurds Gate,18.04.2023,19.00-07.00,59.9137899,10.7742471
KOMMANDØR T.T. ØGRIMS PLASS,Bernh. Getz Gt – Hele Rundkj.,09.05.2023,19.00-07.00,59.9174301,10.7427053
KONGEN P-PLASS,Frognerstranda – Frognerkilen,09.05.2023,19.00-07.00,59.91066379999999,10.7051307
KONGEVEIEN,Hele,22.05.2023,07.00-19.00,59.9639056,10.6662276
KONGHELLEGATA,Dynekilgata – Olav Schous Vei,03.05.2023,07.00-19.00,59.9298783,10.7779996
KONGLEVEIEN,Hele,05.05.2023,07.00-19.00,59.9590515,10.7421358
KONGLEVEIEN,Hele,08.05.2023,07.00-19.00,59.9590515,10.7421358
KONGSBERGGATA,P-Plass Bergens Gata – Maridalsveien,09.05.2023,07.00-19.00,59.941151,10.7599627
KONGSVEIEN,Hele,02.05.2023,19.00-07.00,59.8896051,10.7687229
KONGSVINGERGATA,Trapp V/Kolonihagene Vav Tønsberggata,26.04.2023,07.00-19.00,59.9400003,10.7540868
KONGSVINGERGATA,Trapp V/Kolonihagene Vav Kristiansands Gate,26.04.2023,07.00-19.00,59.9400003,10.7540868
KONGSVINGERGATA,Stavangergata – Maridalsveien,26.04.2023,07.00-19.00,59.9400003,10.7540868
KONGSVINGERGATA,P-Plass Tønsbergata – Grimstadgata,26.04.2023,07.00-19.00,59.9400003,10.7540868
KONOWS GATE,Dyvekes Vei – Enebakkveien,11.05.2023,19.00-07.00,59.90257,10.7825383
KONOWS GATE,Kongsveien – Dyvekes Vei,05.05.2023,19.00-07.00,59.90257,10.7825383
KONOWSGATE,Svartdalsveien – Enebakkveien,24.04.2023,19.00-07.00,59.90257,10.7825383
KONSUL SCHJELDRUPS VEI,Huk Aveny – P. T. Mallings Vei,08.05.2023,07.00-19.00,59.8993079,10.68231
KONVALLVEIEN,Hele,08.05.2023,07.00-19.00,59.9531279,10.734664
KONVENTVEIEN,Monolitveien-Sørkedalsveien,19.04.2023,07.00-19.00,59.932113,10.682605
KONVENTVEIEN,Monolitveien-Engebrets vei,19.04.2023,07.00-19.00,59.932113,10.682605
KONVENTVEIEN,fre Engebrets vei til snuplass,25.05.2023,07.00-19.00,59.932113,10.682605
KOPPERUDS VEI,Hele,25.05.2023,07.00-19.00,59.9317738,10.6715515
KORSVOLL,P-plass,20.04.2023,19.00-07.00,59.961731,10.7509474
KORSVOLL TERRASSE,Hele,11.05.2023,07.00-19.00,59.9631879,10.7628771
KORSVOLLBAKKEN,Hele,05.05.2023,07.00-19.00,59.9567901,10.7616541
KORSVOLLBRÅTAN,Hele,11.05.2023,07.00-19.00,59.9599355,10.7585138
KORTBØLGEN,Hele,21.04.2023,07.00-19.00,59.8665329,10.8149102
KRAFTS GATE,Colletts Gate – Frydenlundsgata,10.05.2023,07.00-19.00,59.9239542,10.7364438
KRAGS TERRASSE,Hele,23.05.2023,07.00-19.00,59.9564518,10.6759051
KRAGS VEI,Hele,23.05.2023,07.00-19.00,59.9554435,10.6695246
KRANVEIEN,Hele,08.05.2023,07.00-19.00,59.9027477,10.8440327
KREBS` GATE,Trøndergata – Per Kvibergs Gate,04.05.2023,07.00-19.00,59.9358549,10.7669086
KRINGKOLLEN,Hele,04.05.2023,07.00-19.00,59.8863585,10.8436863
KRINGSJÅGRENDA,Hele,11.05.2023,07.00-19.00,59.964009,10.7423127
KRINGVEIEN,Hele,25.04.2023,07.00-19.00,59.9463855,10.9092935
KRISTIAN AUBERTS VEI,Hele,25.04.2023,07.00-19.00,59.944843,10.636724
KRISTIAN BOGNERUDS VEI,Rødtvedtveien – Bom,24.04.2023,07.00-19.00,59.9559315,10.8675183
KRISTIAN BOGNERUDS VEI,Ammerudveien – Arthur Nordlies vei,27.04.2023,07.00-19.00,59.9559315,10.8675183
KRISTIANSANDS GATE,Kierschowsgate – Arendalsgata,23.04.2023,19.00-07.00,59.9382988,10.753118
KRISTIANSANDS GATE,Arendalsgata – Mogata,04.05.2023,07.00-19.00,59.9382988,10.753118
KRISTIANSVINGEN,Hele,23.05.2023,07.00-19.00,59.9582795,10.6851074
KRISTINE BONNEVIES VEI,Hele,17.04.2023,07.00-19.00,59.9495437,10.8277972
KRISTINELUNDVEIEN,Bygdøy Allé – H Svartes Gt/Solheimsgata,17.04.2023,07.00-19.00,59.9211318,10.6980897
KRISTINS VEI,Hele,19.04.2023,07.00-19.00,59.915366,10.8355284
KRISTOFFER AAMOTS GATE,Sandakerveien – Nydalsveien,24.04.2023,19.00-07.00,59.9465004,10.7654585
KRISTOFFER ROBINS VEI,Østre Akervei-Snuplass,24.04.2023,07.00-19.00,59.9544597,10.908469
KRISTOFFER ROBINS VEI,Haavard Martinsensvei-Østre Akervei,04.05.2023,19.00-07.00,59.9544597,10.908469
KROGS GATE,Løkkeveien – Ende,14.04.2023,07.00-19.00,59.9134311,10.7248838
KROKKLEIVA,Hele,13.04.2023,07.00-19.00,59.8637953,10.7884884
KROKLIVEIEN,Hele,12.05.2023,07.00-19.00,59.9387535,10.8194512
KROKUSVEIEN,Hele,05.05.2023,07.00-19.00,59.9589734,10.7371754
KROSSVEIEN,Hele,11.05.2023,07.00-19.00,59.9624395,10.7643502
KRUMGATA,Dovregata – Sofies Gate,25.04.2023,07.00-19.00,59.9224092,10.7369378
KRUSES GATE,Frognerveien – Lille Frogner Allé,27.04.2023,07.00-19.00,59.9188182,10.7130846
KRUTTVERKSVEIEN,Hele,25.04.2023,07.00-19.00,59.8465006,10.7877968
KRYSSVEIEN,Hele,11.05.2023,07.00-19.00,59.9363407,10.8216427
KUBA PARK,Maridalsveien – Marselis Gate,03.05.2023,07.00-19.00,59.92474699999999,10.7525975
KURVEIEN,Hele,04.05.2023,07.00-19.00,59.9604498,10.7941126
